Alloy elements = Zr, Ti, Nb	
Alloy composition = 35,40,25	
Theoretical elastic modulus (GPa) = 1.020740e+02	
----------	
Length (mm) = 5.1	
Width (mm) = 2.21	
Thickness (mm) = 0.95	
----------	
Time (s)	Displacement (mm)	Force (N)	Eng. strain	Eng. Stress (MPa)	
29.40000000	0.01570623	659.98290478	0.00307965	314.35241952	
29.50000000	0.01575351	661.96993945	0.00308892	315.29885185	
29.60000000	0.01580080	663.95697412	0.00309820	316.24528417	
29.70000000	0.01584809	665.94400880	0.00310747	317.19171650	
29.80000000	0.01589538	667.93104347	0.00311674	318.13814883	
29.90000000	0.01594266	669.91807814	0.00312601	319.08458116	
30.00000000	0.01598995	671.90511281	0.00313528	320.03101349	
30.10000000	0.01603724	673.89214749	0.00314456	320.97744581	
30.20000000	0.01608453	675.87918216	0.00315383	321.92387814	
30.30000000	0.01613181	677.86621683	0.00316310	322.87031047	
30.40000000	0.01617910	679.85325150	0.00317237	323.81674280	
30.50000000	0.01622639	681.84028617	0.00318164	324.76317512	
30.60000000	0.01627367	683.82732085	0.00319092	325.70960745	
30.70000000	0.01632096	685.81435552	0.00320019	326.65603978	
30.80000000	0.01636825	687.80139019	0.00320946	327.60247211	
30.90000000	0.01641554	689.78842486	0.00321873	328.54890444	
31.00000000	0.01646282	691.77545953	0.00322800	329.49533676	
31.10000000	0.01651011	693.76249421	0.00323728	330.44176909	
31.20000000	0.01655740	695.74952888	0.00324655	331.38820142	
31.30000000	0.01660469	697.73656355	0.00325582	332.33463375	
31.40000000	0.01665197	699.72359822	0.00326509	333.28106607	
31.50000000	0.01669926	701.71063290	0.00327436	334.22749840	
31.60000000	0.01674655	703.69766757	0.00328364	335.17393073	
31.70000000	0.01679384	705.68470224	0.00329291	336.12036306	
31.80000000	0.01684112	707.67173691	0.00330218	337.06679539	
31.90000000	0.01688841	709.65877158	0.00331145	338.01322771	
32.00000000	0.01693570	711.64580626	0.00332072	338.95966004	
32.10000000	0.01698298	713.63284093	0.00333000	339.90609237	
32.20000000	0.01703027	715.61987560	0.00333927	340.85252470	
32.30000000	0.01707756	717.60691027	0.00334854	341.79895702	
32.40000000	0.01712485	719.59394494	0.00335781	342.74538935	
32.50000000	0.01717213	721.58097962	0.00336709	343.69182168	
32.60000000	0.01721942	723.56801429	0.00337636	344.63825401	
32.70000000	0.01726671	725.55504896	0.00338563	345.58468634	
32.80000000	0.01731400	727.54208363	0.00339490	346.53111866	
32.90000000	0.01736128	729.52911831	0.00340417	347.47755099	
33.00000000	0.01740857	731.51615298	0.00341345	348.42398332	
33.10000000	0.01745586	733.50318765	0.00342272	349.37041565	
33.20000000	0.01750315	735.49022232	0.00343199	350.31684797	
33.30000000	0.01755043	737.47725699	0.00344126	351.26328030	
